1440140690 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
1440144158 2 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
1440175868 3 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
1440176640 4 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
1440199461 4 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
1440205346 4 0 0 0 2 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
1440205600 5 0 0 0 2 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
1440222961 5 0 0 0 2 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
1440236466 6 0 0 0 2 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
1440261247 6 0 0 0 2 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
1440261607 7 0 0 0 2 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
1440263980 8 0 0 0 2 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
1440264117 9 0 0 0 2 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
1440291991 10 0 0 0 2 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
1440297674 11 0 0 0 2 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
1440297712 12 0 0 0 2 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
1440298998 13 0 0 0 2 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
1440348720 14 0 0 0 2 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
1440349623 15 0 0 0 2 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
1440360228 15 0 0 0 2 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
1440361030 16 0 0 0 2 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
1440363718 16 0 0 0 3 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
1440364600 16 0 0 0 4 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
1440369508 16 0 0 0 4 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0
1440378647 16 0 0 0 4 0 2 0 0 0 0 0 0 0 0 0 0 0 0 0
1440378971 17 0 0 0 4 0 2 0 0 0 0 0 0 0 0 0 0 0 0 0
1440378998 18 0 0 0 4 0 2 0 0 0 0 0 0 0 0 0 0 0 0 0
1440379942 19 0 0 0 4 0 2 0 0 0 0 0 0 0 0 0 0 0 0 0
