1440140690 266445 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
1440144158 266446 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
1440175868 266449 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
1440176640 266450 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
1440199461 266450 0 0 0 11 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
1440205346 266450 0 0 0 55 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
1440205600 266450 0 0 0 55 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
1440222961 266450 0 0 0 55 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
1440236466 266450 0 0 0 55 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
1440261247 266450 0 0 0 55 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
1440261607 266450 0 0 0 55 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
1440263980 266491 0 0 0 55 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
1440264117 266491 0 0 0 55 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
1440291991 266515 0 0 0 55 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
1440297674 266517 0 0 0 55 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
1440297712 266545 0 0 0 55 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
1440298998 266559 0 0 0 55 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
1440348720 266561 0 0 0 55 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
1440349623 266573 0 0 0 55 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
1440360228 266573 0 0 0 55 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
1440361030 266573 0 0 0 55 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
1440363718 266573 0 0 0 64 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
1440364600 266573 0 0 0 73 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
1440369508 266573 0 0 0 73 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0
1440378647 266573 0 0 0 73 30 0 0 0 0 0 0 0 0 0 0 0 0 0 0
